Title,Topics
50_0,"Topic 33,Topic 1,Topic 6,Topic 45,Topic 21,Topic 34,Topic 47,Topic 2,Topic 3,Topic 4"
15_0,"Topic 6,Topic 33,Topic 7,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 8,Topic 9"
596_0,"Topic 45,Topic 6,Topic 36,Topic 33,Topic 21,Topic 47,Topic 26,Topic 1,Topic 2,Topic 3"
904_0,"Topic 6,Topic 33,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
147_0,"Topic 33,Topic 5,Topic 6,Topic 40,Topic 9,Topic 38,Topic 1,Topic 2,Topic 3,Topic 4"
941_0,"Topic 6,Topic 33,Topic 24,Topic 45,Topic 9,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
102_0,"Topic 33,Topic 6,Topic 46,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1557_0,"Topic 45,Topic 6,Topic 33,Topic 47,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1186_0,"Topic 33,Topic 6,Topic 45,Topic 28,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1512_0,"Topic 6,Topic 33,Topic 40,Topic 45,Topic 8,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4"
1980_0,"Topic 6,Topic 33,Topic 45,Topic 36,Topic 41,Topic 49,Topic 25,Topic 10,Topic 1,Topic 2"
1938_0,"Topic 6,Topic 19,Topic 46,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
246_0,"Topic 33,Topic 45,Topic 6,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
697_0,"Topic 6,Topic 33,Topic 25,Topic 45,Topic 28,Topic 22,Topic 14,Topic 17,Topic 1,Topic 2"
203_0,"Topic 6,Topic 33,Topic 37,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1287_0,"Topic 6,Topic 33,Topic 44,Topic 36,Topic 34,Topic 23,Topic 40,Topic 17,Topic 46,Topic 1"
1656_0,"Topic 6,Topic 33,Topic 45,Topic 43,Topic 15,Topic 46,Topic 28,Topic 23,Topic 29,Topic 3"
1613_0,"Topic 6,Topic 33,Topic 45,Topic 44,Topic 9,Topic 8,Topic 5,Topic 28,Topic 46,Topic 19"
878_0,"Topic 33,Topic 46,Topic 6,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
716_0,"Topic 6,Topic 40,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
382_0,"Topic 33,Topic 6,Topic 8,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 9"
753_0,"Topic 33,Topic 25,Topic 16,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6"
1306_0,"Topic 33,Topic 6,Topic 9,Topic 36,Topic 45,Topic 38,Topic 5,Topic 40,Topic 44,Topic 3"
1343_0,"Topic 6,Topic 33,Topic 44,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1792_0,"Topic 6,Topic 28,Topic 33,Topic 4,Topic 45,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7"
417_0,"Topic 6,Topic 33,Topic 45,Topic 23,Topic 50,Topic 15,Topic 14,Topic 1,Topic 2,Topic 3"
885_0,"Topic 33,Topic 15,Topic 6,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
452_0,"Topic 6,Topic 33,Topic 7,Topic 45,Topic 14,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1007_0,"Topic 6,Topic 39,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
1844_0,"Topic 33,Topic 5,Topic 6,Topic 36,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 7"
1493_0,"Topic 6,Topic 33,Topic 45,Topic 50,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1042_0,"Topic 6,Topic 33,Topic 16,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1801_0,"Topic 6,Topic 4,Topic 5,Topic 40,Topic 34,Topic 49,Topic 10,Topic 12,Topic 14,Topic 3"
262_0,"Topic 45,Topic 6,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
227_0,"Topic 6,Topic 37,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
89_0,"Topic 6,Topic 46,Topic 33,Topic 34,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1672_0,"Topic 6,Topic 37,Topic 33,Topic 16,Topic 3,Topic 45,Topic 28,Topic 1,Topic 2,Topic 4"
1637_0,"Topic 6,Topic 33,Topic 5,Topic 1,Topic 2,Topic 3,Topic 4,Topic 7,Topic 8,Topic 9"
1959_0,"Topic 33,Topic 6,Topic 45,Topic 40,Topic 46,Topic 19,Topic 37,Topic 1,Topic 2,Topic 3"
998_0,"Topic 6,Topic 33,Topic 28,Topic 47,Topic 8,Topic 39,Topic 15,Topic 22,Topic 30,Topic 1"
920_0,"Topic 6,Topic 33,Topic 4,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8,Topic 9"
163_0,"Topic 33,Topic 6,Topic 4,Topic 9,Topic 15,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7"
965_0,"Topic 6,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
126_0,"Topic 33,Topic 28,Topic 5,Topic 1,Topic 2,Topic 3,Topic 4,Topic 6,Topic 7,Topic 8"
1573_0,"Topic 6,Topic 45,Topic 39,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1536_0,"Topic 33,Topic 6,Topic 45,Topic 28,Topic 46,Topic 4,Topic 18,Topic 39,Topic 48,Topic 7"
74_0,"Topic 6,Topic 45,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
31_0,"Topic 6,Topic 33,Topic 2,Topic 1,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
958_0,"Topic 6,Topic 33,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1999_0,"Topic 33,Topic 6,Topic 45,Topic 12,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1263_0,"Topic 33,Topic 6,Topic 45,Topic 22,Topic 16,Topic 14,Topic 1,Topic 46,Topic 27,Topic 10"
1226_0,"Topic 33,Topic 6,Topic 45,Topic 17,Topic 28,Topic 46,Topic 39,Topic 1,Topic 2,Topic 3"
673_0,"Topic 33,Topic 6,Topic 5,Topic 24,Topic 1,Topic 2,Topic 3,Topic 4,Topic 7,Topic 8"
49_0,"Topic 6,Topic 45,Topic 33,Topic 1,Topic 21,Topic 26,Topic 34,Topic 47,Topic 46,Topic 24"
636_0,"Topic 6,Topic 46,Topic 43,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1921_0,"Topic 33,Topic 6,Topic 5,Topic 45,Topic 14,Topic 32,Topic 28,Topic 46,Topic 18,Topic 9"
1162_0,"Topic 6,Topic 17,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1964_0,"Topic 33,Topic 1,Topic 6,Topic 45,Topic 19,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1127_0,"Topic 6,Topic 33,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
572_0,"Topic 6,Topic 4,Topic 28,Topic 33,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8"
537_0,"Topic 6,Topic 33,Topic 15,Topic 37,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1717_0,"Topic 33,Topic 45,Topic 6,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1383_0,"Topic 6,Topic 33,Topic 45,Topic 36,Topic 4,Topic 44,Topic 1,Topic 2,Topic 3,Topic 5"
1752_0,"Topic 33,Topic 36,Topic 30,Topic 34,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
307_0,"Topic 33,Topic 6,Topic 30,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
342_0,"Topic 6,Topic 23,Topic 45,Topic 33,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
793_0,"Topic 6,Topic 27,Topic 45,Topic 33,Topic 46,Topic 17,Topic 15,Topic 28,Topic 40,Topic 5"
1879_0,"Topic 6,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9,Topic 10"
1416_0,"Topic 33,Topic 45,Topic 28,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7"
1884_0,"Topic 6,Topic 33,Topic 12,Topic 41,Topic 4,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7"
1453_0,"Topic 6,Topic 33,Topic 45,Topic 40,Topic 28,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1082_0,"Topic 33,Topic 6,Topic 45,Topic 40,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
845_0,"Topic 6,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9,Topic 10"
492_0,"Topic 6,Topic 16,Topic 33,Topic 21,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
800_0,"Topic 33,Topic 6,Topic 32,Topic 45,Topic 34,Topic 4,Topic 44,Topic 28,Topic 1,Topic 2"
1923_0,"Topic 33,Topic 6,Topic 45,Topic 21,Topic 14,Topic 4,Topic 43,Topic 41,Topic 1,Topic 2"
1160_0,"Topic 33,Topic 6,Topic 45,Topic 22,Topic 1,Topic 36,Topic 35,Topic 25,Topic 4,Topic 44"
1966_0,"Topic 6,Topic 33,Topic 45,Topic 5,Topic 1,Topic 34,Topic 10,Topic 4,Topic 39,Topic 46"
1125_0,"Topic 6,Topic 16,Topic 40,Topic 33,Topic 34,Topic 36,Topic 24,Topic 17,Topic 1,Topic 2"
570_0,"Topic 6,Topic 4,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8,Topic 9,Topic 10"
535_0,"Topic 6,Topic 33,Topic 37,Topic 8,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
218_0,"Topic 33,Topic 6,Topic 37,Topic 36,Topic 46,Topic 17,Topic 1,Topic 2,Topic 3,Topic 4"
1608_0,"Topic 33,Topic 40,Topic 6,Topic 45,Topic 26,Topic 27,Topic 5,Topic 37,Topic 4,Topic 28"
1261_0,"Topic 6,Topic 45,Topic 50,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1224_0,"Topic 6,Topic 4,Topic 33,Topic 45,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8"
671_0,"Topic 6,Topic 33,Topic 25,Topic 10,Topic 36,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
634_0,"Topic 6,Topic 46,Topic 28,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
119_0,"Topic 6,Topic 33,Topic 5,Topic 22,Topic 45,Topic 40,Topic 34,Topic 10,Topic 46,Topic 44"
1509_0,"Topic 6,Topic 31,Topic 33,Topic 45,Topic 8,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4"
729_0,"Topic 6,Topic 33,Topic 45,Topic 40,Topic 44,Topic 39,Topic 36,Topic 48,Topic 31,Topic 37"
1339_0,"Topic 6,Topic 20,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1414_0,"Topic 33,Topic 6,Topic 45,Topic 44,Topic 17,Topic 39,Topic 1,Topic 28,Topic 9,Topic 2"
1886_0,"Topic 6,Topic 33,Topic 45,Topic 28,Topic 9,Topic 5,Topic 40,Topic 22,Topic 25,Topic 32"
1451_0,"Topic 6,Topic 33,Topic 49,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1080_0,"Topic 6,Topic 33,Topic 44,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
847_0,"Topic 33,Topic 9,Topic 39,Topic 37,Topic 16,Topic 18,Topic 1,Topic 2,Topic 3,Topic 4"
490_0,"Topic 6,Topic 3,Topic 33,Topic 5,Topic 37,Topic 1,Topic 2,Topic 4,Topic 7,Topic 8"
802_0,"Topic 6,Topic 33,Topic 44,Topic 45,Topic 34,Topic 47,Topic 40,Topic 1,Topic 2,Topic 3"
428_0,"Topic 6,Topic 33,Topic 40,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1038_0,"Topic 6,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
1715_0,"Topic 33,Topic 6,Topic 30,Topic 20,Topic 32,Topic 38,Topic 1,Topic 2,Topic 3,Topic 4"
1381_0,"Topic 6,Topic 33,Topic 39,Topic 23,Topic 28,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1750_0,"Topic 6,Topic 33,Topic 36,Topic 39,Topic 45,Topic 23,Topic 1,Topic 2,Topic 3,Topic 4"
305_0,"Topic 6,Topic 33,Topic 14,Topic 45,Topic 36,Topic 42,Topic 1,Topic 2,Topic 3,Topic 4"
340_0,"Topic 6,Topic 33,Topic 45,Topic 29,Topic 34,Topic 21,Topic 16,Topic 10,Topic 24,Topic 1"
791_0,"Topic 45,Topic 6,Topic 27,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
415_0,"Topic 27,Topic 6,Topic 33,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
887_0,"Topic 33,Topic 6,Topic 45,Topic 36,Topic 5,Topic 28,Topic 9,Topic 32,Topic 34,Topic 10"
450_0,"Topic 33,Topic 6,Topic 43,Topic 34,Topic 3,Topic 21,Topic 45,Topic 42,Topic 39,Topic 25"
1005_0,"Topic 6,Topic 40,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
1846_0,"Topic 33,Topic 5,Topic 45,Topic 39,Topic 34,Topic 22,Topic 40,Topic 4,Topic 17,Topic 1"
1491_0,"Topic 6,Topic 33,Topic 40,Topic 15,Topic 1,Topic 39,Topic 2,Topic 3,Topic 4,Topic 5"
1040_0,"Topic 6,Topic 33,Topic 45,Topic 42,Topic 28,Topic 31,Topic 36,Topic 1,Topic 2,Topic 3"
1803_0,"Topic 6,Topic 4,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8,Topic 9,Topic 10"
1728_0,"Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9"
338_0,"Topic 6,Topic 33,Topic 45,Topic 39,Topic 28,Topic 41,Topic 9,Topic 32,Topic 44,Topic 36"
714_0,"Topic 6,Topic 33,Topic 22,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
380_0,"Topic 33,Topic 6,Topic 45,Topic 36,Topic 32,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
751_0,"Topic 33,Topic 39,Topic 6,Topic 45,Topic 16,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1304_0,"Topic 33,Topic 6,Topic 36,Topic 9,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1341_0,"Topic 6,Topic 15,Topic 9,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1790_0,"Topic 6,Topic 4,Topic 46,Topic 49,Topic 8,Topic 26,Topic 1,Topic 2,Topic 3,Topic 5"
1429_0,"Topic 45,Topic 6,Topic 33,Topic 29,Topic 32,Topic 22,Topic 39,Topic 43,Topic 28,Topic 15"
1219_0,"Topic 6,Topic 33,Topic 4,Topic 39,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8"
609_0,"Topic 6,Topic 33,Topic 45,Topic 9,Topic 39,Topic 14,Topic 22,Topic 17,Topic 36,Topic 16"
76_0,"Topic 33,Topic 6,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
33_0,"Topic 6,Topic 33,Topic 45,Topic 40,Topic 5,Topic 32,Topic 1,Topic 46,Topic 29,Topic 28"
922_0,"Topic 6,Topic 33,Topic 45,Topic 27,Topic 46,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
161_0,"Topic 6,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8,Topic 9"
967_0,"Topic 6,Topic 33,Topic 45,Topic 37,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
124_0,"Topic 6,Topic 33,Topic 32,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1571_0,"Topic 33,Topic 39,Topic 6,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1534_0,"Topic 33,Topic 6,Topic 36,Topic 45,Topic 37,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1118_0,"Topic 6,Topic 33,Topic 40,Topic 11,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
508_0,"Topic 33,Topic 6,Topic 37,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
260_0,"Topic 6,Topic 33,Topic 45,Topic 46,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
225_0,"Topic 6,Topic 33,Topic 37,Topic 45,Topic 46,Topic 22,Topic 1,Topic 2,Topic 3,Topic 4"
1670_0,"Topic 6,Topic 33,Topic 37,Topic 8,Topic 45,Topic 28,Topic 1,Topic 2,Topic 3,Topic 4"
1635_0,"Topic 6,Topic 33,Topic 37,Topic 27,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1099_0,"Topic 33,Topic 6,Topic 45,Topic 9,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1448_0,"Topic 33,Topic 6,Topic 45,Topic 9,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
489_0,"Topic 33,Topic 6,Topic 3,Topic 27,Topic 1,Topic 2,Topic 4,Topic 5,Topic 7,Topic 8"
730_0,"Topic 6,Topic 33,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
775_0,"Topic 33,Topic 16,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8"
1320_0,"Topic 6,Topic 33,Topic 10,Topic 45,Topic 40,Topic 4,Topic 39,Topic 37,Topic 1,Topic 2"
1365_0,"Topic 6,Topic 33,Topic 45,Topic 40,Topic 42,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1749_0,"Topic 6,Topic 36,Topic 28,Topic 33,Topic 39,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4"
9_0,"Topic 33,Topic 20,Topic 6,Topic 45,Topic 21,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1398_0,"Topic 33,Topic 6,Topic 45,Topic 44,Topic 40,Topic 46,Topic 14,Topic 8,Topic 16,Topic 12"
788_0,"Topic 6,Topic 33,Topic 45,Topic 17,Topic 46,Topic 19,Topic 47,Topic 16,Topic 39,Topic 37"
359_0,"Topic 6,Topic 45,Topic 29,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
431_0,"Topic 6,Topic 28,Topic 33,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
474_0,"Topic 6,Topic 33,Topic 4,Topic 45,Topic 17,Topic 25,Topic 28,Topic 30,Topic 9,Topic 26"
1021_0,"Topic 33,Topic 6,Topic 45,Topic 10,Topic 46,Topic 9,Topic 1,Topic 37,Topic 25,Topic 17"
1862_0,"Topic 33,Topic 35,Topic 6,Topic 45,Topic 28,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5"
1064_0,"Topic 6,Topic 33,Topic 1,Topic 45,Topic 39,Topic 25,Topic 2,Topic 3,Topic 4,Topic 5"
1827_0,"Topic 6,Topic 33,Topic 45,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
244_0,"Topic 6,Topic 33,Topic 40,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
695_0,"Topic 33,Topic 6,Topic 25,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
201_0,"Topic 6,Topic 37,Topic 4,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8,Topic 9"
1285_0,"Topic 44,Topic 33,Topic 6,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
1654_0,"Topic 6,Topic 33,Topic 21,Topic 43,Topic 1,Topic 40,Topic 20,Topic 2,Topic 3,Topic 4"
1611_0,"Topic 6,Topic 44,Topic 45,Topic 9,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7"
1179_0,"Topic 6,Topic 33,Topic 45,Topic 19,Topic 40,Topic 41,Topic 36,Topic 15,Topic 29,Topic 9"
569_0,"Topic 6,Topic 33,Topic 45,Topic 41,Topic 1,Topic 40,Topic 10,Topic 25,Topic 22,Topic 34"
594_0,"Topic 45,Topic 33,Topic 6,Topic 21,Topic 47,Topic 9,Topic 1,Topic 2,Topic 3,Topic 4"
906_0,"Topic 33,Topic 6,Topic 45,Topic 5,Topic 3,Topic 10,Topic 9,Topic 1,Topic 2,Topic 4"
145_0,"Topic 6,Topic 33,Topic 5,Topic 34,Topic 1,Topic 2,Topic 3,Topic 4,Topic 7,Topic 8"
943_0,"Topic 6,Topic 33,Topic 45,Topic 44,Topic 36,Topic 47,Topic 26,Topic 32,Topic 5,Topic 22"
100_0,"Topic 6,Topic 4,Topic 33,Topic 1,Topic 2,Topic 3,Topic 5,Topic 7,Topic 8,Topic 9"
1555_0,"Topic 6,Topic 45,Topic 4,Topic 5,Topic 41,Topic 38,Topic 1,Topic 2,Topic 3,Topic 7"
1184_0,"Topic 6,Topic 33,Topic 11,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 7,Topic 8"
